,text,sentiment
973,"Terrible customer service. Online service is separate from the branch so if there are any problems you're out of luck and stuck on hold with jr. support anslysts. I've been unable to complete an online transaction for 2 days, spoken with support 7 times, and was promised a fix on multiple calls. Neither of the associates would let me speak to a manager. I requested a refund and was informed that will take 1 hr but when i called after 1 hr was told 2 weeks to process. Better go into a branch and save the headache if you want to send money. Avoid the online web transfer and mobile app.",0
974,Good Service and especially your staffs are active,2
975,"i am facing huge issues , there is no one to resolve , a simple statement of account is required and its 3rd month branch at uptown says come tomorrow , contacted customer service they said we will call you back and never contacted. unfortunately sorry to say the staff at branch is very rude. please take care of your customers, i will never do a single transaction with you.",0
976,"Worst online money transfer site. There is no proper communication. They are taking 8 to 10 working days. Still, I didn't get any proper mail about my transaction status. I drop an email before 4 days ago. Still, I am waiting for the reply. Better try other money transfer sites. I strongly advice don't go with this UAE Exchange.",0
977,SHARJAH MAIN BRANCH STAFF: ZAIRA Good Service and very accommodating.,2
978,"On November 23rd 2018 and November 28th 2018 my husband made two transactions of $5000 to Canada to my RBC account from UAE exchange in Mirdif City Center. It's December 12th 2018 and the money hasn't reached my account in Canada yet. I called their toll free number and wasted 40 minutes only to learn that they can't check the transactions that were not done online! I called RBC and they told me they have nothing pending for my account. The advice that I got from the agent online? To call the branch! Yes to call an international number to see where my money is after 3 weeks. Nor my husband, neither I are in the UAE and no one seems to take responsibility of telling us what has happened to the funds. Terrible and unreliable service, God knows how long they are going to drag it till they send us the money. Never again!!!!!!",0
979,I called last with regards to our payroll as holidays is approaching that time. So i need to make the deposit of salary fast.I have spoken to Mr. Mohammed Naveed and he have done fast action for the request i asked for. So far as i am calling UAE exchange the custimer service is very friendly and acts fast. Also to Ms. Aghy. KUDOS! to UAE exchange smart pay customer service.,2
980,I faced problem to use online transfer always give error and exceed your monthly limit so I called customer services they mentioned we will send an email to concerned department and they will call you but no one called me so I wrote to them via email and I received auto reply with my coplaine number but no answer so I deleted my account. I advise every one not to use this company as they have the worst service,0
981,Dear uae exchange management have good day I am so happy about all uae exchange services yesterday I went matajer al khan in uae exchange it was good experience i went only for send money to Pakistan after transction one of staff from uae exchange offer me GOCASH Card explains about benefits i was looking this kind of card so saparetly I can save money I really thanks uae exchange and Mahmoud,2
982,I really appreciate staff Roshan who did my transaction yesterday was very friendly and i feel really good and comfortable sending money from uae exchange,2
983,"no clear information from customer service. I have transferred the money through online and almost 10 days now , still money not yet transferred to India. whenever i call the customer service, everyday they says that it will be transferred today, but remains the same. I made several email and several calls to get an update, but they never respond at all. each and every time i receives the acknowledgment email for my complaint but noting is happening and each and every agent will give different answers that always makes me more confusion. Now i asked them to return the money to my account. let see what will happen.",0
984,"Absolutely great customer service,fast paced work environment. I have never face any issues with the Croydon UAE. Wonderful Management and special thanks to Mr. Joseph branch head nd the team for the outstanding service. Cheers",2
985,"I have remitted money 4 days back, but the money is not yet credited in my account in India. Upon inquiry, staff did not have any clue about the reason and asked me to wait until they receive a response from their Head Office. I sent money to pay off my loan installment and delay caused me paying additional amount for late charges and interest.",0
986,The Online transfer promotion which has been started is just an advertisement gimmick. They never allow to complete the 6 transaction on time so that they don't have to give away the promised AED 100 voucher. The website always has some glitches due to which you transaction fails The Service Support team hardly replies to you mail,0
987,"I am a frequent customer of UAE exchange - Croydon branch, South London. This branch is providing a good service to people living in and around Croydon. The branch manager is very humble and always keen to support local community activities by sponsorship. On this occassionI I would like to wish you all the members of staff a Merry Xmas and Prosperous New Year. Prakash Ramaswamy.",2
988,Excellent and exceptional services by Electra Branch in specific Mrs Lucy who was amazingly helpful for the past years. Many thanks Dr Jarrar,2
989,I'm your new customer of uae exchange manama souq branch.I'm happy for you services and Mr Adarsh and Mr.Aslam given me good services also.,2
990,Fast transaction,1
991,"Excellent services very much appreciate their willingness to assistance Special recognition to Mr Mandorji, Mr Ahmed, Mr Artul and Mr Jonhji A very big thank you",2
992,I'm well entertain by their staff everytime visiting Union & Al Rigga branch ;-),1
993,I am ramesh always sending money from uaeexchange. Mr mandorji is very helpful and friendly.alwyas good service provide by city centre branch.,2
994,I am vinod kumar-Mr mandorji is giving very good customer service.,2
995,I am regular customers in uaeexchange I am allways getting good service from riffa souq branch staff Mr pradeepthankyou for your good customers service,2
996,Goood Job From Naveed always very helpful,2
997,"The experience with UAE Exchange was not very satisfactory as for small small issues they take months to sort out and then also when i was the one to followup. But I really want to say from the Customer Care Mr Mohammed Naveed was amazing helper, He helped us a lot in sorting all the issues and finally he solved all our problems himself. If anyone is facing any problem please talk to Mr Mohammed Naveed. He is the most helpful and knowledgeable person at Customer Care he will solve all your small and big issues that too very patiently.",2
998,My name is Mohasin fakir i send money from uaeexchange and i get good service from staff Mr shankar manama branch thanku uae,2
999,I am happy to be customer of uae exchange as they provide good service.especially Mr.farhan of uae exchange of riffa souq branch gives me good service.Happy to be one of customer of uae exchange,2
1000,thanks to mr monir for excellent service,2
1001,My name is Khokon I'm very regular customer of UAE exchange Manama branch I'm very happy to get the service from your staff Mr Hafiz and Usman.,2
1002,My name is Ramesh I'm regular customer of your company Manama branch. Mr. Shankar is very friendly and giving me best service always.,2
1003,Very helpfull staff Specially Mr mohamed algezy who iam usually dealing with him,2
1004,My name is Tausif azam I'm a regular customer of your uae exchange manama branch. I'm very happy to inform you that your staff Mr. Shankar is giving me excellent service always,2
1005,"I always approach your Dana Mall branch. Mr Neeraj have always been very helpfull, cooperative and ready to help.",2
1006,I am amin khan.i am regular customer of manama branch.i prefer instant fund transfer to home country.i see very good customer service from all the staff.i appreciate cashier usman for the help for my transfers,2
1007,I am mianuddhin.am new customer to Manama branch.I really like the way twhy welcome the customer and rate offered.I appreciate the cashier rinju for the good service.,2
1008,good service mr gafoor,2
1009,Direct bank transfer need 3 days and other exchange need only minutes,0
1010,Good service from uaeexchange at riffs branch,2
1011,Best service by uae exchange luluriffa branch,2
1012,I am a loyal customer for manama souk I love the service for all staff,2
1013,My self michelle chetri.am a regular customer of manama branch.i receive excellent service by cashier shankar and i apprecite all staff for customer relation.,2
1014,I am a manama souk.customer like their service and whenever i.send i.visit this branch only,0
1015,My name is gadadhar basudev.I am regular customer of Manama branch.I get good service from cashier rinju and all staff are good.,2
1016,I am mohd zakir.i am doing my transcation always here at uae exchange because they are giving me a goodsservice everytime thank you Mr shankar given me good service,2
1017,I visited manama souk branch and did one transaction today got nieswrvice from Mr adarsh tofazzal and aslam,0
1018,Giving good service uaexchange staff in riffa souq branch especially monir,2
1019,I am a new customer for mananma souk branch and got very nice service from the staffs happy with the service will come again,2
1020,I am amjad rasool.i a regular customer of manama branch.i get good service from ms rinju and all other team,2
1021,I regular customer uaeexchange thankyou for your good service Monir and pradeep,2
1022,I am muhammad boota sardar mohd.I am a regular customer of uae exchange manama branch. Mr. Shankar provides extra care for all my transactions.,1
1023,I am a new customer for Manama souk branch i got a very nice experience henceforth I will be coming more often pls keep up the good work special appreciation Mr tofazzal,2
1024,Giving good service always to me by Uaeexchange Riffa souk branch staff,2
1025,I am a happy customer I get very nice rates and service whenever I visit manama souk branch special thanks to Mr adarsh for his service,2
1026,I am a regular customer of Manama souk branch like their service,0
1027,excellent customer service. thanks to Mr Monir and tehseen.,2
1028,Friendly and timely service at uae exchange Riffa,2
1029,I am a regular customer of uaeexhange riffa branch and uaeexchange is providing best service,2
1030,I am prasad shambu.i am regular customer of manama branch.i appreciate the service offered by cashier shankar.,2
1031,Thanks you for the service extended to us Lulu riffa uae exchange and Mr.Krishna,2
1032,I am a aregular customer from manama souj branch like service of Mr aslam and Tofazzal,0
1033,I am a new customer from manama souk branch and love the service of staffs keep up da good work,2
1034,Good and Best service from uae exchange,2
1035,Thank you for the best service from uae exchange Lulu riffs branch,2
1036,exellent servicee from uae exchage luku riffs branch,0
1037,I'm your new customer of Manama souq branch uaeexchange. Your services is so good and Mr Aslam also given me good service also.,2
1038,good service riffa souq especially to Mr Monir and pradeep,2
1039,Good service,2
1040,Very rude behavior from one of the counter staff in Abu dhabi mall branch! Tell them to talk properly to the customers and don't show disrespect!,1
1041,"Very pathetic experience , giving one star as there ia no option for zero. customer service is very poor. I am not getting the refund for my cancelled transactions since one month. Customer care executives are not able to resolve the issue. Be very careful while doing transactions using uae exchange , once transaction fail your money would be cought and nobody would be hearing you in customer care",0
1042,my self Mohammad farhad I'm your regular customar of Manama branch your staff Mr. Hussain giving me excellent service I'm very happy,2
1043,My name is Emmy. Good service by cashier akhil always at Manama branch.,2
1044,Hi sir I am very pleased with Uae Exchange sh hamad road branch and staff Taslim Uddin for his Dynamic service. Best regards Farid Mob 36491846,1
1045,Hi sir I am a regular customar of uae exchange sh hamad road branch. Always getting super service from the staff Taslim uddin,1
1046,"Hi all, happy to inform you for best service best rate I suggesting Uae exchange sh hamad road branch... and Staff Md Taslim Providing definitely excellent service. best regards md muktar",2
1047,Hi sir I am Very happy with UAE exchange sh hamad road branch and cashier Md Taslim uddin . Best regards Md Jamal Yes,2
1048,Hi all I am regular customer of uae exchange sh hamad road branch and getting best rate and best service from the staff Md Taslim Uddin Best regards Md jamir,2
1049,"I am arjun thapa i am always sending money thru uae exchange city centre ,the service of uae exchnage is very nive and excellent and counter staff are also tofreindly and helpful always , especialy mradorji is doing very good customer service.",2
1050,"Hi, Hope you are doing well. Great and longterm experience with uae. danamall branch ms. Sreekala always good suport and clear transaction will be going . anyway thanks for Uae. branch bahrain",2
1051,Excellent. Best service in riffa,2
1052,"I am.karna bd gurung I used to send money from uaeexchange from city centre branch, all all counter staff r frndly and helful .mr mandorji ,mr amrithash and mr ahmed is giving alaways good service.",2
1053,I exchanged money from Uae Exchange-Enma Mall Branch. Excellent service by Mr. Balu he was very helpful.,2
1054,UAE Exchange Bahrain Exhibition Road branch is giving good service & Cashier Suresh Kumar providing us excillent service. Regards Manju Rejeesh,2
1055,Good service from should Hamed branch taslim,2
1056,I'm very much happy with the service getting from sh hamad branch. speciallly my friend Taslim,2
1057,I'm the customer of uae exchange every time I got good rate and better service from staff abdul rahim Sh hamad road branch...,2
1058,Good service from Cheryl exhibition road branch,2
1059,Hi im regular customer of Uae exchange and always getting good rates and service from staff Abdul rahim Sh hamad road branch...,2
1060,Best service with best rates. Taslim of sh hamad road branch is giving excellent services,2
1061,Recommended to family and friends.,2
1062,MD Saddam Sending money from uae exchange exhibition branch. Getting good services from Ziaul Huq,2
1063,uae exchange sh hamad branch is giving good service and casher Md Taslim providing us excillent service. best regards Yasin miah,2
1064,"I find UAE Exchange money very great, Bukulu, Sainto, Lemuel & Eman at Ferrari centre branch are great team. I like the services here & recommend all my friends toalways come and send from here.. Thank you for the good service",2
1065,"Mr.Asif Ashraf is Excellent Staff, Excellent Customer Service and Excellent in taken care of..",2
1066,Abul Bashar I’m send money from uae Exchange exhibition Branch. I get good service from Mr Ziaul.,2
1067,I have visited many times gudaibiyaa branch the service was excellent every time. And the rate provided are comparatively better than others. Most of the staff are friendly and cooperative. In gudaibiyaa branch I usually meet Kamran in the branch. I will always recommend UAE exchange for money transfer,2
1068,"Hi sir , I am regular customers of UAE exchange sh Hamad road branch and very happy with its service and staff Md Taslim uddin Best regards Sharif",2
1069,today I went to uaeexchange riffa branch and I have got Excellent service from Mr Sultan.,2
1070,Very Friendly and good service - Asif Ashraf,2
1071,Great service and rates. must visit exchange bahrain. sh hamad branch is giving awesome servise specially by Taslim.,1
1072,I am happy customer who get nice rates and service whenever I visit the manama souk branch special thanks to Mr Adarsh and Mr Aslam,2
1073,Excellent customer service and well talented by Suresh In exhibition branch,2
1074,I am a new customer to Manama souk branch awesome service provided by Mr tofazzal and Mr aslam,0
1075,Im dealing with exhibition road branch Mr Suresh kumar. He is quite good and pleasant to deal.,2
1076,Uae xchange exhbiton road br service given by Mr.suresh is very good.,2
1077,It was an overwhelming experience ....warm welcome from JAN look foward to coming back more oftenly thank you keep up,2
1078,I am a Manama soul customer I often come here when ever I wanna send money love their service,0
1079,Awesome service by manama souk branch keep it up gugs,2
1080,I like Uae exchange. My name is Abuthahir. Last 4 years I am sending money to India by uae exchange gudaibiya branch Bahrain. Always I am getting good customer service by the staffs. Particularly Mr. Wilfred very good service. I like Uae exchange.,2
1081,Dubai mall Staff very copartive and friendly,0
1082,I'm regular customer of Uae Exchange and always I got good service and rate from staff Abdul Rahim,2
1083,"UAE EXCHANGE Bahrain at Ferrari centre branch in Adliya for the best customer service for mpesa to Kenya. I like the support and care from the staff at the branch especially Mr Bukulu. He is very caring , always smiling at us. He reminds me of home because he is African like me. We love you bro",1
1084,"Hello, I extend my sincere thanks to UAE EXCHANGE Bahrain and Ferrari centre branch in Adliya for the best M-pesa service to my country Kenya. Together with the support and advise from Mr Bukulu & Tamim I now enjoy sending money without any fear of credit #Delays.. Please keep it up",2
1085,Excellent service in counter especially Mr mandorji is very helpful and friendly.,2
1086,thanks for good service of uae exchange riffa souq branch especially to Monir and Tehseen,2
1087,helooo I am a manama souk customer I like their service very much,0
1088,Best branch exhibition road.... They have smiling faces ....warm welcome,2
1089,I am regular customer of your riffa souq branch.your service is excellent. Especially thanks to Mr Monir,2
1090,"Hi all, For better rate better service my recommend Uae exchange sh hamad road branch and cashier Md Taslim Uddin best regards md Ramjan",2
1091,Hi sir its very pleaser that I am using Uae exchange sh hamad road branch.. I am getting best service always and Staff Taslim providing us dynamic service. best regard md Azad,2
1092,I am a new customer to UAE exchange manama souk branch nice service provided by Mr adarsh and Miss humaira,0
1093,Hi all I am using UAE exchange sh hamad road branch last 3years for supper quality service and staff md Taslim uddin,0
1094,"HI ALL, I AM VERY PLEASED WITH UAE Exchange Sh hamad road branch and Staff Taslim uddin.",0
1095,Friendly and very nice behaviour from staff. Giving best rate always,2
1096,"Always getting good service from UAE Exchange , Especially from Mr. Balu - Enma Mall branch - Bahrain",2
1097,Like uae exchange,1
1098,Thanks for the best service riffalulu UAE branch,2
1099,I am Uae Exchange customer i would like to appreciate the excellent service provided by Mr Aldrin.All the best and Goodluck.,2
1100,I am a manama souk customer is like their service,0
1101,Hi sir I am regular customer of UAE exchange Sh Hamad road branch and getting best service from staff Taslim Uddin,0
1102,Counter service is excellent provide by mr mandorji. He is friendly and helpful.,2
1103,As a costumer of UAE exchange riffa branch there is one staff that helps me the most.he is Mr Lemuel Ortega of UAE Exchange ferari Branch. He is kind modest and attentive. A staff like him can make a costumer smile and contented..,2
1104,Sreekala from Dana mall branch very good service,2
1105,Hi Sir I am regular visitor UAE exchange sh hamad road Branch and alwayd getting best care and praiseworthy service. Best regards Anowar,2
1106,"I am a regular customer of UAE exchange its service is amazing and the staff is very friendly, especially Mr. Liaqat from Dana Mall is very friendly and humble I wish UAE Exchange Good Luck.",2
1107,Hi all For Better service better rate and less time consuming make transection my suggest to UAE Exchange Sh Hamad road and Cashier Md Taslim Uddin,0
1108,i am a regular customer of uae exchange manama souk i like their service,1
1109,Best service yusuf in ramli mall branch,1
1110,"I am very happy for adliy uaeexchange , farreri branch send money. there have one arabic laday Eman very care custmars.",2
1111,"I'm regular customer of uaeexchange,the staffs are so good in providing services as well as help.cant help to say about one of the staff ms.sreekala from Dana mall branch,she always welcome me with a warm smile and getting me excellent service.thank you",2
1112,Mr yusuf given best service in ramli mall branch,2
1113,"Am sending money from uae exchange riffa lulu branch , very pleased for the service and the staff's thank you",2
1114,"I am a regular custmor of UAE Exchange Dana Mall branch, and i am always getting perfect service expecialy form Ms. Sreekala",0
1115,Hi all Happy to inform you UAE exchange service sh hamad road branch and staff Taslim uddin providing us excellent service Best regards Md Nasir,2
1116,Best service by Mr.Yusuf in Ramli mall branch ... Best wishes to UAE Exchange,2
1117,Thank you luluriffa for the best of service,2
1118,"Whenever I visit Ramli mall branch with Mr.wasim , I noticed Mr.YUSUF is giving best service to customers... All the Best to UAE exchange",0
1119,Thanks uaeexchange riffa lulu branch for providing excellent service,2
1120,Best service and excellent staffs thanks riffalulu uaeexchange,2
1121,Thank you luluriffa uae exchange for service,2
1122,"Thanks for the service luluriffa branch ,special thanks to Mr.Krishna for always being helpful",2
1123,Hiiii manama souk is best in service,2
1124,"Regular customer of luluriffa branch , excellent service",2
1125,It's very good experiance. Good service at Dana Mall branch,2
1126,Thanks for the service uae exchange lulu Riffa branch,2
1127,Hi sir I am Md Shafiul regular visitor UAE Exchange Sh hamad road Branch. Always getting praised service from staff Taslim Uddin Best regards Md Shaiful,0
1128,I would like to commend the excellent service provided by UAE Exchange Gudaibiya Branch for the service provided to me upon doing the transaction. Appreciate the staff also Mr Aldrin for the dedication and efforts given while processing my transaction.All the best and Kudos to the Team🤗 Greetings Mohamed Elrayes,2
1129,Hi I am a customer from Manama souk branch and I like the service,0
1130,I would like to express my appreciation to the professionalism shown by Deira city center team and especially Mr. Sreejith uaeexchnage. He shown high level of commitment and followup till my request was completed. Thank you again Sreejith Milad,2
1131,Your branch is the best one and I am satisfied your services.,2
1132,good service by yusuf in ramli mall branch,2
1133,Hi sir I am regular customar of Uae exchange sh hamad road branch.. its rate and staff Taslim uddin serving very fantastic. best regard joyanto baidya,2
1134,Best service in exibition road,2
1135,Hi all For sending money my first choice UAE exchange sh Hamad road branch and cashier Taslim uddin for super rate and excellent service Best regards Md Anowar,2
1136,Good service from your city centre branch. Recommend to my friend for your services.,2
1137,I am sending from Ramlimall branch and Mr.YUSUF is giving me best service.Best wishes for UAE Exchange....,0
1138,"Excellent service at ferrari centre branch,adliyah. I send regularily with alam and sainto bhai. All staff's excellent. Thank you.",2
1139,Always thankful to uae exchange for theie quick service. The gratitude cannot b complete if I dont mention exhibition branch staff. They are very cooperative especially saritha rajesh. The pleasant way she deals with her customers is highly appreciable.,2
1140,I am Amal R K a frequent customer in Manama center uae exchange branch. I like the customer dealing and I have satisfied by service of Mr.Sayed and Mr.Hafiz keep up the good work,2
1141,Hi sir I am regular customer of uae exchange sh Hamad road branch ... I am very glad with Staff Taslim uddin .,0
1142,Im regular customer of Sh hamad Branch UAE Exchange. The branch Ambiance and staffs behavior is excellent. I wil give full stars for their service.,2
1143,Dubai mall. The staff was approaching in a good way for me to assist,2
1144,Dubai mall Service as expected,0
1145,I had been into the Ibn Battuta Mall Branch number of times. The support offered by the Branch Manager Mr. Bahir Sayyid is exceptional.,1
1146,"I called the costumer care yesterday for the purpose of cancelling my smart pay services, but thanks to Mr. Shabab, the costumer care executive who informed me about the online services of the smart pay card. It is amazing that UAE exchange has started online activities for the smart pay card. He guided me in an excellent way to continue the smart pay card services. The communication between us was very friendly, and he explained me everything in a simple way. I should say that, i had changed my mind from stopping this card, because of this costumer care executive. To be frank, he is a gift for UAE exchange. I am pretty sure that UAE exchange will reach in the higher levels, if they provide these kind of costumer friendly services and keep costumer care executives like Mr. Shabab. I wrote this because i had a bad experience before, from one of your costume care executive. But, now i feel happy. May god bless you Mr. Shabab. I will definitely recommend about this service to all my friends.",2
1147,UAE EXCHANGE VERY NICE THE RATE AND SPECIALLY THE STAFFS KEEP UP THE GOOD WORK,0
1148,"UAE exchange turned out to be best service provider when it comes to money exchange and currency related work. I realize it after visiting recently to one of its branch in Sindaga city centre, burdubai where one of the staff named Bina Gurung helped me going out of the way to sort of my issue. I am delighted for her support.i wish every staff to be as professional as she was.",1
1149,such a good service from your staff hasnain. very much apreciated. godbless and more power hasnain khan al manama ajman,2
1150,I am using UaeExchange for the last 6 years..I am getting good service from Al Manama branch Ajman and they are providing the best rates.Today I had a transaction with Mr hasNain khan and I feel that I get best service in very short time excellent service Hasnain khan Al Manama Ajman,2
1151,Dubai mall Well am glad to have got the best service in this branch guys always happy and ready to welcome you at anytime,2
1152,The staff is so cooperative and eager to resolve the queries.,0
1153,Dubai Mall Branch Good and fast sevice,2
1154,Best Customer Service.,2
1155,I am very happy to deal with UAE Exchange company ..the main reason for that is their staffs and the attitude they display to customers..they are extremely courteous and friendly and many a time I have seen that they go the extra mile to ensure the client is happy ..I deal with Murali in the Ferrari center branch in bahrain and am happy to vouch for his team anytime .,2
1156,Quick service all good,2
1157,I am with Uaeexchange from long time and I am always getting good service from Al manama Ajman branch . Now I come to Hasnain khan counter because of his good behavior with me He is very helpful and jolly person😊😊😊 excellent service by his side HASNAIN KHAN AL MANAMA AJMA,2
1158,I m using Wembley branch for money trnsfering from 2010 it's trust worthy and staff is friendly and familier. I would highly recommend to use services which provide by here..,2
1159,It was a great experience in UAE exchange Alseed great customer care keep it up,2
1160,"Dubai mall, nice place and area, great staff appreciate 😘",2
1161,"Good Service, fast and helpful staff in Dubai Mall branch.",2
1162,Dubai mall Jan is very helpful thanks apprtiat,2
1163,Dubai mall branch Good service to the customers,2
1164,Dubai mall branch Was a good experie ce,2
1165,Dubai mall branch,1
1166,Really Feel good ambiance and good service from staff once I visit Sajja 2. Thanks to UAE Exchange Sajja 2 Mithun served so politely and smiling face Lal Muttathara,2
1167,great service! dubai mall branch,2
1168,awesome!!dubai mall branch,1
1169,Lizanne of Mall of Emirates is Accommodating. Excellent service. Kind staff... Melanie Bon Valenzuela,2
1170,Accomodatingand approachable. Excellent service for Brenda of Mall of Emirates Metrolink. She explained about the brands of UAE Exchange. She informed me about Ventaja promotion.Happy with the service:) Donna Valencia,2
1171,Dubai mall branch they had a good service,2
1172,Best services offered Excellent customer service by miss janna,2
1173,Hi all For better service my first choice Uae exchange Sh Hamad road branch and Infinity thanks Md Taslim for his dynamic service Best regards Md Robiul C,2
1174,Jan perfect customer service dubai mall branch,2
1175,I loved the service and will continue my journey with UAE Experience thanks for being there.,2
1176,Dubai Mall good service,2
1177,I am always geeting good service from al manama ajman branch I Come to hasnain khan counter because i get good service in short time Hasnain khan Al manama ajman,2
1178,All staff have excellent in good service/very accomodating specially here in Oud metha that's why I keep on sending here and it has a good access here IN metro,2
1179,"I visited the branch last Thurs, I was attended by Ms Kim. She's smart and accurate for all my inquiry regarding for online money transfer.",1
1180,Good experiance in uae exchange souk abu dhabi with mr raju lama and minaxi. Good and quick customer services.,2
1181,"Excellent service by UAE exchange Karama, dubai, uae",2
1182,"Am so happy for how fast they attend to their clients. Staff are friendly an smiling, smart an presentable. Am sending mpesa an an pleased by the service. Keep up at Burjkharifa metro station",2
1183,"I have sent remittance to Pakistan many times through UAE Exchange. I am extremely satisfied with the service especially in international city branch. I would recommend all my family members and friends to use UAE exchange for remittance and currency exchange. Wonderful service indeed. International City, Dubai services are much better",0
1184,Always good customer service with a smile and care Ms.janna,2
1185,Recieved 100dhs voucher for transferring money from.uae to india by online .,0
1186,Great experience from uae exchange! It is a good product and I am thankful to Sandeep from souq branch who had explained the features of this product in its best possible way and I must say I had reffered my friends to get this product which I am sure would benefit them.,2
1187,Dubai Mall branch Excellent service,2
1188,Dubai mall branch Appreciating best services offered,0
1189,wooooooooow,1
1190,Dubai mall branch Its srvice..thank you,2
1191,Dubai mall branch Good customer service by miss janna Good services Thank you,2
1192,Dubaimall very good,2
1193,Excellent service @ Ghayathi Sanaya I am regular customer of Ghayathi Sanaya branch..very much happy with your service 👍👍,2
1194,Uae exchange have an excellent customer service . I pay all my bills from UAE exchange al Sajja 2 branch. All staff of that branch are very friendly. I strongly recommend to all my colleagues and other UAE nationals. if you try their services once you’ll feel the difference.,2
1195,Customer friendly staff. Quick service.,1
1196,Prompt service. My gocash was all sorted out. Thanks to Robert at the Satwa Al Bada branch.,2
1197,I am getting excellent service and prompt response from Thasni Noufal Corporate Relationship Officer of Al Qusais Branch Damascus Street Al Qusais. I would be very much happy referring others also to her.,2
1198,Excellent service @ Ghayathi saayyabranch. I am very much happi with your service,2
1199,"Great service, thanks to Nancy UAE exchange Lulu Mall Fujaiarah",2
1200,I am getting best and prompt service from Thasni Noufal Corporate Relationship Officer Al Qusais Branch Damascus Street,2
1201,The services is excellent in uae exchange ghayati sanaiya especially the staff very helpful and accomodating. Ive been using uae exchange for 5yrs now,2
1202,Very good service @ ghayathi sanayya branch,2
1203,Very good service@ Ghayathi sanayyabbranch .I have been using your services for long time..I am very much happy with with your services.,2
1204,"#1 in service, product&most trusted money exchange services",2
1205,"Dear Team, I am financially stuck. Please do the needful ASAP. May I know when my subjected Request ID#3411028 remittance issue will be resolved ? Every time when I am sending email or contact customer care - only getting an update as we are working on your request and shall get back to you but no resolution till now. One of the customer care executive is confirming that Fund Transfer is initiated back to my ADCB account on 04-Nov-2018 but till date amount not credited to my said ADCB account. Initiated for Remittance during the month of August, 2018 and till date money is not remitted to my Indian account nor reverted back to my fund transfer initiated account. Let me know the details which is causing the delay for resolving the issue. Regards. Praveena Satya Kumar, +971 557698845.",0
1206,I am your corporate customer in south mawaleh branch all the staff are very corporative special thanks to Mr Najam for his outstanding and quick service.,2
1207,Excellent service @ Ghayathi sanayya branch..I have been using uae exchange service for long time..,2
1208,Good service given by bhagyaraj.. Im getting Friendly atmosphere in ramlimall uae excahange,2
1209,good service and friendly approach.. really appriciate uaeexchange ramlimall.,2
1210,Very Very good service My Name.Gopakumar,2
1211,better & faster service,1
1212,To branch green community thank you for the wonderful service. This branch is the best of all branches. Special mention to Mark always smiling and accommodating.,2
1213,I have been useing Uae exchange sh hamad road branch from last 2 years.. its customer service very fine and excellent and soecillay praiseworthy srevice by Staff Taslim uddin best regards Shamim cpr no 851355790,2
1214,"Manager and staff at the Croydon branch, were extremely helpful.",2
1215,Happy to inform u i am very glad with uae exchange sh hamad road branch specillay Taslim for his super service. THANKFULLY Asaduzzaman mob 35375990,2
1216,I have been transferring money last 5 years. UAE exchange have given be good service,2
1217,Lemuel from ferrari adliya branch has a pleasing personality and doing a good service ..,2
1218,Dubai mall branch Friendly and prompt service,0
1219,"I was assisted , by Hossam at old souk Branch the service is very good",2
1220,Infinity thanks to Uae Exchange sh hamad road branch and staff Taslim for his dynamicservice Best regards Abdur rashid CPR no 761253190,2
1221,Uae exchange dubai mall branch is the best for exchanging foreign currency. Mr zakariyaa gave me best rate for exchange i do my transaction with his help all the time. I would also like to thank ms janna for accommodating me everytime i visit their branch. Thank you guys,2
1222,Dubaimall branch very nice,2
1223,Dubaimall branch is the best,2
1224,Shindagha uae exchange Ms.erlyn staff in shindagha shes very approachable and friendly,0
1225,Very Good service uae exchange specilly sh hamad road branch... and Taslim providing praiseworthy service Best regards Delwar Cpr 890359970,2
1226,uae exchange dubai mall branch is the best! they provide fast transaction and best rates! i would like to give appreciation to ms jawaher for doing my transaction fast and to ms janna for assisting me with my transaction. good job girls!,2
1227,Good service specialty in oud metha metro branch... Friendly staffs also,2
1228,"THE BEST. Went to the Shindagha Branch today, staff there Mr.Chinmay made my work so easy , hassle free transaction was done with in few minutes. Keep up the good work.",2
1229,Thank you lulu brabch for giving us better rate and service,2
1230,Hi sir I am regular customer of UAE Exchange sh hamad road brach... Always getting better service from Staff Md Taslim uddin Best regars Md Sohag CPR 860744310,0
1231,"Am sending money from luluriffa uaeexchange, good service and friendly staffs thank you",2
1232,i love them very much,2
1233,Hi sir Happy to inform u that for money sending my my first choice Uae exchange specially Sh Hamad Branch and staff Taslim Uddin for his wonderful service. best regards Rahim sheik CPR 880751878,2
1234,I'm regular customer of UAE Exchange . I'm very happy with service given by Jagadish from sh.hamad branch. Thank you. BalRaju Gurrapu.,2
1235,Hi sir Im getting always best service from uae exchange sh hamad road branch by Staff MD Taslim Uddin. Best regards RIAZ ISLAM CPR 901145262,1
1236,I visited noor bank metro branch and got good service. I appreciate mr ramesh who helped me during my transaction. More.... moree...,2
1237,Mylene Hidalgo provides good customer service. Excellent job!,2
1238,The service is excellent and the staff is very friendly. Best exchnage to transfer money around the world.,2
1239,Worst online transferred. No more words WASTE.,0
1240,Dubai mall branch gives excellent fc rates. Keep up the good work! Special mention to miss Janna for assisting me,2
1241,Friendly staff fast service specialy to ms. Janna Dubai mall branch,0
1242,"Dubai mall branch, The lady outside was pretty helpful",2
1243,Dubai mall branch is always been the great but with a low rate :),0
1244,SHINDAGA BRANCH Very good branch of uae exchange,2
